"","gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"39","ENSG00000004059",7279.46358483027,-0.324812675069743,0.0569722417324601,6.56935769370409e-09,5.31081294455721e-08,"ARF5"
"40","ENSG00000004139",929.880233525203,-0.0192158263991648,0.0820244652374846,0.821677503301737,0.881558150028383,"SARM1"
"41","ENSG00000004142",9094.22151918908,-0.15591224364142,0.052955316923007,0.00346072224007575,0.0100006822099559,"POLDIP2"
"42","ENSG00000004399",4709.23551538393,-0.9042087880084,0.0924594419602913,1.53796117244352e-23,4.50392758759039e-22,"PLXND1"
"43","ENSG00000004455",11179.75747641,-0.361992330129091,0.0568952918137346,7.41713929197118e-11,7.60767131048053e-10,"AK2"
"44","ENSG00000004478",11510.650178478,-0.297023836134926,0.06953807810745,9.04038726325444e-06,4.52026847724069e-05,"FKBP4"
"45","ENSG00000004487",10631.8422768575,-0.150335233966368,0.0577108453936226,0.00736739838272363,0.0194722255127305,"KDM1A"
"46","ENSG00000004534",8728.24610092344,-0.0262166526637876,0.0661632606440801,0.68060713944554,0.779488960066402,"RBM6"
"47","ENSG00000004660",1558.08592264276,-0.705053612312227,0.146695871309985,3.08419431669195e-07,1.94550936551767e-06,"CAMKK1"
"48","ENSG00000004700",2308.37971176247,0.608401635273227,0.118899118193701,8.85022933088763e-08,6.10553388975864e-07,"RECQL"
"49","ENSG00000004766",2217.70308943949,0.0852420376596947,0.0619727299419943,0.161177783067797,0.263400253223262,"VPS50"
"50","ENSG00000004777",569.237644645124,-1.60121142071525,0.113075240154764,1.34591323128968e-46,1.60883187886112e-44,"ARHGAP33"
"51","ENSG00000004779",2375.86773936036,0.141442186786557,0.0797582337876816,0.0670592051873156,0.129061108203869,"NDUFAB1"
"52","ENSG00000004799",1219.85587930092,0.416198705930083,0.161840562495049,0.00464384541438028,0.0129395874425614,"PDK4"
"53","ENSG00000004838",376.692401769954,-1.77725599226249,0.180959414499627,2.89042192038635e-24,9.0503062634041e-23,"ZMYND10"
"54","ENSG00000004848",60.5087377671376,0.0887867371390319,0.257393195019867,0.65262140273846,0.756847859097467,"ARX"
"55","ENSG00000004864",7785.33652680699,-0.25485754250081,0.0519762742955155,8.06030211483088e-07,4.80232294653529e-06,"SLC25A13"
"56","ENSG00000004866",1029.45802619349,0.0730851875322094,0.079574665305297,0.350580841656503,0.483081235157217,"ST7"
"57","ENSG00000004897",8184.05739085826,-0.107737155384824,0.0643739645708697,0.105067442731706,0.186105481505946,"CDC27"
"58","ENSG00000004948",82.013832861746,1.12689394888567,0.235332801139931,1.84647071907774e-07,1.2118101687428e-06,"CALCR"
"59","ENSG00000004961",3893.64551923573,0.182710911333707,0.0587383427997139,0.00176515700471663,0.00548268900664232,"HCCS"
"60","ENSG00000004975",5947.4002485932,-0.393379171933964,0.0689741854106508,6.76977188178285e-09,5.45658542769995e-08,"DVL2"
"61","ENSG00000005001",357.747322892758,-0.547467309759236,0.229167951959134,0.00463702213330674,0.0129243646671987,"PRSS22"
"62","ENSG00000005007",18932.2391836145,0.056344542343797,0.0573873607263381,0.339295280702955,0.471185598790031,"UPF1"
"63","ENSG00000005020",11148.9422034388,-0.513677160648448,0.067524391671063,1.86831576643724e-14,2.7106266760997e-13,"SKAP2"
"64","ENSG00000005022",16759.9447185569,-0.58942937139298,0.0920109256178793,9.83604177284917e-11,9.88075105363485e-10,"SLC25A5"
"65","ENSG00000005059",2015.81551477735,-0.476397986488525,0.0798361441523954,1.29955806781205e-09,1.1456122744358e-08,"MCUB"
"66","ENSG00000005073",701.90151168816,-0.486403044401326,0.0966714146727617,2.08745252465046e-07,1.35545345690149e-06,"HOXA11"
"67","ENSG00000005075",2570.05962957163,0.00200848336091153,0.0693804507226863,0.982378877114227,0.988831553467126,"POLR2J"
"68","ENSG00000005100",3354.50309130755,0.014730364155882,0.083853321711574,0.854347346088223,0.905163368066936,"DHX33"
"69","ENSG00000005108",638.116899538622,0.790640705180093,0.146301464141155,1.10015126518314e-08,8.60472220002913e-08,"THSD7A"
"70","ENSG00000005156",2136.51987219362,-0.393328043441297,0.0666269594606239,2.0759701034183e-09,1.78533428893974e-08,"LIG3"
"71","ENSG00000005175",2824.10484217009,-0.136219437966705,0.064287201974804,0.0310330614598399,0.0674320678433159,"RPAP3"
"72","ENSG00000005187",1209.61458577778,-0.287801059086324,0.154623229769337,0.0407837115185392,0.0850022174713626,"ACSM3"
"73","ENSG00000005189",253.536323414721,-0.868623072386606,0.156203523105867,3.91390538604859e-09,3.25690393026443e-08,"REXO5"
"74","ENSG00000005194",5096.94195736028,0.115742500610077,0.0654547070052617,0.0808307830043916,0.150481914171953,"CIAPIN1"
"75","ENSG00000005206",4964.84048750353,-0.313017213433158,0.0784062890893295,4.29813727191615e-05,0.000189845217267112,"SPPL2B"
"76","ENSG00000005238",4404.48176482619,0.595824539422394,0.0630101749333387,1.61882104842702e-21,4.22627923714339e-20,"ATOSB"
"77","ENSG00000005243",97.4710391161194,-1.1645711869793,0.205266644828867,1.50186877006271e-09,1.31178850385165e-08,"COPZ2"
"78","ENSG00000005249",20.7424235706549,1.97820891924417,0.537821679615372,9.03440621612287e-06,4.51862959325346e-05,"PRKAR2B"
"79","ENSG00000005302",2699.03063694549,0.277824993883516,0.058640081807747,1.77986765037619e-06,9.96117919995578e-06,"MSL3"
"80","ENSG00000005339",13019.9864128303,-0.292299524620024,0.0587328269966366,4.34204547064755e-07,2.68373711268707e-06,"CREBBP"
"81","ENSG00000005379",594.242038850672,-1.51268361465969,0.179162045812128,1.17176384090991e-18,2.47175844176846e-17,"TSPOAP1"
"82","ENSG00000005436",1214.21534391009,-0.0788309892716849,0.0828910245074325,0.334094952705285,0.465904224162936,"GCFC2"
"83","ENSG00000005448",2869.77405829716,-0.234418065883968,0.0793898244176585,0.00231520452614377,0.00697349876765271,"WDR54"
"84","ENSG00000005469",2162.78328641565,0.925308498811988,0.0770485936192663,5.14066134713806e-34,3.21392794617454e-32,"CROT"
"85","ENSG00000005483",8270.95284436185,-0.370221669562995,0.0842307391874717,6.3984581497647e-06,3.28939939395261e-05,"KMT2E"
"86","ENSG00000005486",9145.86956449538,-0.291249052249938,0.0778832306708017,0.000131835078582726,0.000528508226860006,"RHBDD2"
"87","ENSG00000005513",27.2085770630683,-1.18688416110333,0.674994677570402,0.00269654006548256,0.00801414237444277,"SOX8"
"88","ENSG00000005700",9017.97453470536,0.222322603563883,0.062819662186374,0.000344542264579663,0.00126027141658989,"IBTK"
"89","ENSG00000005801",2651.15251672212,0.568290882917853,0.0656098578856605,1.30134779161981e-18,2.73024318739945e-17,"ZNF195"
"90","ENSG00000005810",6293.52378874669,0.00884321194338372,0.0718548010998096,0.901198959161168,0.936222324012963,"MYCBP2"
"91","ENSG00000005812",2690.52570445092,-0.0891829688703183,0.0619313685115636,0.144909493049568,0.241422670485632,"FBXL3"
"92","ENSG00000005882",1618.55804229409,-0.749092567861156,0.147595275841352,6.53877028901442e-08,4.58921226414357e-07,"PDK2"
"93","ENSG00000005884",259932.936271533,1.1700464108796,0.109003079415818,5.08125905038633e-28,2.10861156138958e-26,"ITGA3"
"94","ENSG00000005889",3405.34789756634,-0.116598980199582,0.061082800227309,0.0635991533401578,0.123511640536952,"ZFX"
"95","ENSG00000005893",19952.5594955294,0.277918884796568,0.0762199252200051,0.000231104008017923,0.000877945787805044,"LAMP2"
"96","ENSG00000006007",8997.50630510938,0.193589322408332,0.0589067984044012,0.000975915626552273,0.00321293130058072,"GDE1"
"97","ENSG00000006015",2711.15187603798,0.220325423411554,0.0941127376679813,0.0158883514986042,0.0379411997213809,"REX1BD"
"98","ENSG00000006025",1620.52388991132,0.0605396932212553,0.0858496996795593,0.472787872164904,0.60347926785535,"OSBPL7"
"99","ENSG00000006042",1902.15713672923,0.954939757928144,0.0909265706473223,1.3322022100958e-26,4.98421952855921e-25,"TMEM98"
"100","ENSG00000006047",74.4069734751608,-1.55874237025079,0.225348708209031,4.06537088341842e-13,5.27776222747612e-12,"YBX2"
"101","ENSG00000006062",3741.9859338671,0.0208486675968121,0.102712367284156,0.834617029578367,0.890716922564417,"MAP3K14"
"102","ENSG00000006118",28923.1045429624,0.860099988442232,0.0960343468389857,3.39362977872284e-20,7.98259004633742e-19,"TMEM132A"
"103","ENSG00000006125",38766.8947142726,0.287316025693479,0.0685962799858528,1.98802986973314e-05,9.31800140669497e-05,"AP2B1"
"104","ENSG00000006194",2938.83627759635,0.0581808568482499,0.0658466905792313,0.368611065047064,0.501095908896682,"ZNF263"
"105","ENSG00000006210",7466.04012480203,1.13871716594169,0.0879221548455873,2.36771140579889e-39,1.91492438206867e-37,"CX3CL1"
"106","ENSG00000006282",10356.6843129241,0.358667539402837,0.0677444968121076,9.42775637036779e-08,6.46173593852182e-07,"SPATA20"
"107","ENSG00000006327",30638.7724314532,0.642456755954616,0.0985219258683788,1.49541222617314e-11,1.65628232929177e-10,"TNFRSF12A"
"108","ENSG00000006377",41.4538916377536,-0.695915998431161,0.318409165766858,0.00542045442180271,0.014829589281817,"DLX6"
"109","ENSG00000006432",5779.57083311501,0.0963667889014843,0.0796791140939149,0.211794148139523,0.325940046926298,"MAP3K9"
"110","ENSG00000006451",5372.22703634239,0.198916777204055,0.0701359465959569,0.00396969614247805,0.011287858301008,"RALA"
"111","ENSG00000006453",5082.48402643337,0.0211998555011357,0.0566514791494876,0.737640003185977,0.82073511691281,"BAIAP2L1"
"112","ENSG00000006459",1145.76308898127,-0.230450899415343,0.146888288174869,0.083827621514366,0.155028488323639,"KDM7A"
"113","ENSG00000006468",4545.59381837431,0.299954223789453,0.0942437611408535,0.000874959059619724,0.00291285196831888,"ETV1"
"114","ENSG00000006530",2278.09648064565,-0.109220640112184,0.0662126995783481,0.0880400927889148,0.161280964197216,"AGK"
"115","ENSG00000006534",3629.66071970252,0.317465727512518,0.0720108778245602,1.02886285101427e-05,5.08835996522958e-05,"ALDH3B1"
"116","ENSG00000006555",79.7223026183961,0.742334397899261,0.270882548853435,0.0010532878432955,0.00343965442434266,"TTC22"
"117","ENSG00000006576",1144.87717845323,-1.01752371639463,0.1156593222068,1.53517854060289e-19,3.46116291135215e-18,"PHTF2"
"118","ENSG00000006607",7298.17158141949,-0.0178575129696635,0.0606933446596699,0.733852075463682,0.81855506214526,"FARP2"
"119","ENSG00000006611",23.9305157473188,-1.04133201642094,0.748294210395175,0.0064127347372732,0.0172001744872445,"USH1C"
"120","ENSG00000006625",758.884124873772,-0.182892697337549,0.124271122579305,0.118963153033593,0.206108813724382,"GGCT"
"121","ENSG00000006634",726.023126812833,-0.995735161210071,0.134960149185404,1.71812600596013e-14,2.49653691661148e-13,"DBF4"
"122","ENSG00000006652",730.013246657519,-0.310893798196693,0.194253068094423,0.0637874809413277,0.123809728632646,"IFRD1"
"123","ENSG00000006695",1422.50223958776,-0.166466004425341,0.0768194250034824,0.0260317228844106,0.05802943058188,"COX10"
"124","ENSG00000006704",5091.94569747859,-0.373782433584838,0.0951316503415997,4.95141358225816e-05,0.000215840748955043,"GTF2IRD1"
"125","ENSG00000006712",7760.54916803798,-0.164994672764088,0.0629891419867193,0.00926054375893799,0.0237813666642853,"PAF1"
"126","ENSG00000006715",12591.5246240147,0.0194955893916852,0.0585040536682836,0.732341157832239,0.817295720261767,"VPS41"
"127","ENSG00000006740",132.159109675782,0.619004685718386,0.202673300695977,0.000583515896143658,0.00202636636618059,"ARHGAP44"
"128","ENSG00000006744",8363.39732447488,0.237782899183923,0.0748968949681549,0.00115150180774924,0.0037302613530053,"ELAC2"
"129","ENSG00000006747",25786.7843300045,0.283743223632742,0.058232806652091,8.25617989395294e-07,4.91132879701e-06,"SCIN"
"130","ENSG00000006756",6251.9718330235,0.121683013056385,0.0704530767538165,0.0826464205165182,0.153231671869763,"ARSD"
"131","ENSG00000006757",1558.82505052868,-0.163249352117832,0.0704217037778562,0.0186479740986481,0.0435623642722353,"PNPLA4"
"132","ENSG00000006831",8996.56409353413,-0.0362266699021189,0.0655057064512911,0.580675593064595,0.698657091054575,"ADIPOR2"
"133","ENSG00000006837",99.2127629440343,-0.137003673062813,0.171759246432923,0.37885050139167,0.512085387202196,"CDKL3"
"134","ENSG00000007001",47.7822298009525,-0.254622831232911,0.258720291332051,0.209346292845892,0.323088562064883,"UPP2"
"135","ENSG00000007047",6796.04472276779,-0.00744184134123858,0.0753771944294526,0.917400902213099,0.947306397232541,"MARK4"
"136","ENSG00000007062",32268.2677610977,-0.431629973227355,0.0673605475210051,5.41106370361287e-11,5.6321290663125e-10,"PROM1"
"137","ENSG00000007080",7194.58029372668,-0.0201319676563801,0.0660063843465214,0.764805865248584,0.839934142777914,"CCDC124"
"138","ENSG00000007168",14930.7028074957,0.19464707224567,0.0596930707177963,0.00103824398318387,0.00339402565263031,"PAFAH1B1"
"139","ENSG00000007202",12786.9975678635,0.100570319861297,0.0695184532245053,0.142935139491732,0.238761228790637,"BLTP2"
"140","ENSG00000007255",2566.40089154537,-0.52369582243544,0.109061470409531,5.47504844356844e-07,3.3341483729081e-06,"TRAPPC6A"
"141","ENSG00000007341",1352.79637871984,0.108013839961336,0.0689000207345908,0.116475306608385,0.202573356883527,"ST7L"
"142","ENSG00000007372",441.053210298286,0.909224226730456,0.157631027808823,1.02100027272136e-09,9.13612579253396e-09,"PAX6"
"143","ENSG00000007376",2903.77691482315,0.133121777913282,0.080728365260056,0.0919988141750407,0.166955930699019,"RPUSD1"
"144","ENSG00000007384",5903.57443796184,0.574627776153516,0.0601973338544694,4.73100426768741e-22,1.29006409055476e-20,"RHBDF1"
"145","ENSG00000007392",6622.38440347899,0.0484763007426745,0.0746455587500737,0.50951998639663,0.636096746023012,"LUC7L"
"146","ENSG00000007402",53.830621205818,-0.400743165971062,0.276672710231776,0.0625513141478152,0.121895855295127,"CACNA2D2"
"147","ENSG00000007516",1637.36612981075,-0.143485502336957,0.121642733180213,0.214574306266588,0.329338550020413,"BAIAP3"
"148","ENSG00000007520",4608.34349801011,0.139015333081354,0.0720335955689938,0.0496615987107736,0.100294160567098,"TSR3"
"149","ENSG00000007541",7819.68614828725,-0.19723981155114,0.083538422547622,0.0157184676631309,0.0375874680932896,"PIGQ"
"150","ENSG00000007545",2030.01962611751,-0.0717715515703402,0.0737544676723644,0.321167217140504,0.451888075878917,"CRAMP1"
"151","ENSG00000007866",2621.53693256537,-0.36047783137738,0.105303825337298,0.000360536863038889,0.00131170819657679,"TEAD3"
"152","ENSG00000007923",6769.0537479561,-0.0888823717727762,0.0534317909469434,0.0904735436195623,0.164736321484559,"DNAJC11"
"153","ENSG00000007944",2625.51877790513,-0.335258009478411,0.105898475154515,0.000884693851405444,0.0029421682134404,"MYLIP"
"154","ENSG00000007952",22.320608679884,0.409348111839492,0.366364529777671,0.090618484634251,0.164907594691553,"NOX1"
"155","ENSG00000007968",309.366472965051,-1.562121259728,0.603576746633183,0.000203363603598606,0.0007850839826675,"E2F2"
"156","ENSG00000008018",8623.32918743896,-0.120276163074087,0.0517408872958974,0.0182068253572267,0.0427103089039065,"PSMB1"
"157","ENSG00000008083",3276.79607415137,-0.000606750842267031,0.0672618429433551,0.997367457392749,0.998050118212319,"JARID2"
"158","ENSG00000008086",1606.3298009807,-0.066589585103098,0.075500081003681,0.36675131461763,0.499384472623624,"CDKL5"
"159","ENSG00000008128",107.887636884076,-0.149669180818617,0.188949855392035,0.373575200289758,0.506289949005567,"CDK11A"
"160","ENSG00000008130",9584.93449635531,-0.00815129756889416,0.0577264815005511,0.890677435949189,0.929786663087709,"NADK"
"161","ENSG00000008196",15390.781980196,-1.15072000595999,0.115251566625009,1.26182151825501e-24,4.09951791041961e-23,"TFAP2B"
"162","ENSG00000008226",41.2203027052639,-0.244318421845816,0.265339502002482,0.234491951666061,0.35331806194428,"DLEC1"
"163","ENSG00000008256",9876.31166095004,-0.160651728222235,0.0798948635347126,0.0363860199520689,0.077225314931214,"CYTH3"
"164","ENSG00000008277",323.405084705685,-1.09891427759314,0.157755058247976,3.27451504037383e-13,4.28029111811176e-12,"ADAM22"
"165","ENSG00000008282",9626.72724890762,0.188561673753353,0.0621295242389401,0.00215055178853175,0.00653660439674308,"SYPL1"
"166","ENSG00000008283",7715.26053094886,0.262954364088431,0.0809959196650901,0.00092220367247493,0.00305202854975153,"CYB561"
"167","ENSG00000008294",13572.1973314183,-0.0751826684338007,0.0603462095952044,0.225572294685511,0.342594456831774,"SPAG9"
"168","ENSG00000008300",186.319777311183,0.308819934196829,0.159016868566089,0.0337823296567854,0.0724844160597046,"CELSR3"
"169","ENSG00000008311",2290.4830048254,-0.946449788357717,0.135458443139496,3.11556739168518e-13,4.0809423739744e-12,"AASS"
"170","ENSG00000008323",62.8547794922352,-0.320373037046208,0.230184587163821,0.0978923787807695,0.175705217783294,"PLEKHG6"
"171","ENSG00000008324",830.262989318509,-0.178268477229616,0.081220609729654,0.0253988751888534,0.0568520812435929,"SS18L2"
"172","ENSG00000008382",928.038824392765,-0.121732556321474,0.0759875951822557,0.10185496810572,0.181412756425576,"MPND"
"173","ENSG00000008394",2652.957728512,-0.889254620103645,0.0851821905611684,2.42540155286077e-26,8.95090910945083e-25,"MGST1"
"174","ENSG00000008405",2563.23794608134,-0.106277951823322,0.0847247951603654,0.197286508697526,0.308306806800294,"CRY1"
"175","ENSG00000008441",604.821465365085,0.635533864840923,0.134789378234789,6.27996607960836e-07,3.79634336224671e-06,"NFIX"
"176","ENSG00000008513",3089.09267091973,0.76391429447843,0.13537577695396,2.13262626200379e-09,1.82826769218061e-08,"ST3GAL1"
"177","ENSG00000008516",94.9829743841937,0.441398685572603,0.227627350899138,0.0217846141532304,0.0497044869863501,"MMP25"
"178","ENSG00000008517",12325.3216165617,3.56536051065169,0.325874924960761,2.09405219219536e-30,1.02841229883372e-28,"IL32"
"179","ENSG00000008710",12298.264359162,-0.224838114225135,0.075558481639443,0.00239424786184534,0.00719220402437689,"PKD1"
"180","ENSG00000008735",51.809010315053,-0.316060747355246,0.245224489635415,0.110892285112504,0.194501547697329,"MAPK8IP2"
"181","ENSG00000008838",6684.31283566437,-0.071569122824463,0.0526143964392738,0.168108119698825,0.272360661750565,"MED24"
"182","ENSG00000008853",2099.43016653,-0.165028014050738,0.0810239611585098,0.0373621071714088,0.0789355501222538,"RHOBTB2"
"183","ENSG00000008869",3767.23009625119,0.184178871640551,0.0614341302842719,0.00285441545178166,0.00845031465367012,"HEATR5B"
"184","ENSG00000008952",19870.111039005,-0.0521332822573363,0.0603805521990715,0.321282070587853,0.452005999076333,"SEC62"
"185","ENSG00000008988",39313.9906655657,-0.144132805912029,0.056519294719106,0.01048972091354,0.0264378246496144,"RPS20"
"186","ENSG00000009307",51078.6905558269,0.235696674741438,0.0559900259495089,2.0974003475532e-05,9.80667683794553e-05,"CSDE1"
"187","ENSG00000009335",13967.085607831,0.312167538527922,0.0664319951752357,2.12132226964482e-06,1.17544755267841e-05,"UBE3C"
"188","ENSG00000009413",4167.40254111892,0.18386724412675,0.0922017745854854,0.0405155583420642,0.0844989248161168,"REV3L"
"189","ENSG00000009694",1923.3688317573,0.220314278621252,0.123604483295372,0.0617789687721086,0.120687745963891,"TENM1"
"190","ENSG00000009724",277.641429622435,-0.028374512761833,0.131869980383216,0.819355899377113,0.879984156084324,"MASP2"
"191","ENSG00000009780",1063.71304948177,-0.241701000949576,0.0947540060285597,0.00848738865550468,0.0220400749810797,"FAM76A"
"192","ENSG00000009830",5126.6735229561,0.322778441623567,0.0610338550565495,7.58707194873072e-08,5.2743192925229e-07,"POMT2"
"193","ENSG00000009844",4291.004113707,0.305613606503177,0.0799212930571945,6.58894943724131e-05,0.000281162040871595,"VTA1"
"194","ENSG00000009950",41.4877819873663,-1.01090839940398,0.383421745483521,0.000773723551531388,0.00261057870058682,"MLXIPL"
"195","ENSG00000009954",12995.0123077477,-0.183973570573773,0.0620922708697395,0.00237496853229931,0.00713654575887441,"BAZ1B"
"196","ENSG00000010017",3686.99069061246,-0.0079208042805332,0.0650430894668507,0.924481559935709,0.95143890620392,"RANBP9"
"197","ENSG00000010030",72.3992857608071,2.06975806594702,0.244262284863133,1.51989277583277e-18,3.16397394276864e-17,"ETV7"
"198","ENSG00000010072",1369.99774245894,0.135901945217047,0.0863444305046291,0.107796516660058,0.189983771928832,"SPRTN"
"199","ENSG00000010165",5019.89608301289,0.272357084527951,0.0886794832338958,0.00162822460008301,0.00509232133440476,"METTL13"
"200","ENSG00000010219",763.950054157186,-0.284712975802592,0.0896722845822508,0.00105445135528132,0.00344227111962845,"DYRK4"
"201","ENSG00000010244",10289.9463302867,-0.0269449930576252,0.0616827904061951,0.704999964772461,0.797858123762379,"ZNF207"
"202","ENSG00000010256",18751.5534096102,-0.47953418334136,0.0706856838547864,3.1286719361869e-12,3.7118313869643e-11,"UQCRC1"
"203","ENSG00000010270",4004.37479046722,0.169392089241955,0.0591514400540776,0.00407291935393354,0.0115537172001285,"STARD3NL"
"204","ENSG00000010278",34154.0099730592,0.0581049639469719,0.0711151952290222,0.398850631083596,0.532282935206449,"CD9"
"205","ENSG00000010292",6033.86329856375,-0.696964082227629,0.142749824232829,2.03264314030046e-07,1.32393473353497e-06,"NCAPD2"
"206","ENSG00000010295",1706.08296751129,0.263660357774169,0.0913998486471856,0.00304870488948003,0.00895713172506684,"IFFO1"
"207","ENSG00000010310",173.894894100913,-0.327777904438122,0.158653209493601,0.0240243625507155,0.05415168816875,"GIPR"
"208","ENSG00000010318",351.471622466395,-0.454717862841144,0.138832617525353,0.000488775139817603,0.00173314557973384,"PHF7"
"209","ENSG00000010322",18502.840020256,-0.125732864043215,0.0662488149206891,0.0577237974469979,0.113889597661958,"NISCH"
"210","ENSG00000010361",954.662583822991,-0.503417309113147,0.0867712730521905,2.48291029460215e-09,2.11047375041183e-08,"FUZ"
"211","ENSG00000010379",1955.804783654,-1.43659712137282,0.350272277805251,1.83052399185344e-06,1.02266134594846e-05,"SLC6A13"
"212","ENSG00000010404",1511.13969251967,0.7119783941024,0.101844110893066,4.89260266990937e-13,6.31288569886609e-12,"IDS"
"213","ENSG00000010539",752.906072992411,0.0146269780478936,0.0916137513138542,0.868442659207974,0.91428688754815,"ZNF200"
"214","ENSG00000010610",20.3639765691042,0.0660906604126397,0.291639742198821,0.744300235454321,0.824744788720682,"CD4"
"215","ENSG00000010626",647.114559951522,-0.308749098709081,0.12128873570053,0.00706065624718498,0.0187444689713346,"LRRC23"
"216","ENSG00000010704",1832.41702693239,-0.371810243798751,0.0787652941033759,1.18255919922893e-06,6.82737549834297e-06,"HFE"
"217","ENSG00000010803",2146.09846813037,-0.380962815813548,0.0756614331311064,2.74244577058191e-07,1.74967856044578e-06,"SCMH1"
"218","ENSG00000010818",3000.59912618387,0.111727749671235,0.111142449947704,0.304075847111109,0.432606603147375,"HIVEP2"
"219","ENSG00000011007",5354.12722654205,-0.0132140708061615,0.0712661088331732,0.827053580121986,0.885526468581965,"ELOA"
